iter	RMSE
0	0.08327561734
1	0.08062302489
2	0.07804164746
3	0.07563980445
4	0.07330526832
5	0.07111126219
6	0.06902287162
7	0.06711451182
8	0.0654180319
9	0.06376012796
10	0.06225206838
11	0.0608272039
12	0.05956773404
13	0.05834793852
14	0.05726879073
15	0.05625040237
16	0.05525580581
17	0.05437906585
18	0.05358609591
19	0.05277555442
20	0.05204245805
21	0.05137832507
22	0.05074281163
23	0.05011181301
24	0.04956576714
25	0.04899269338
26	0.04850659301
27	0.04814875199
28	0.04772063462
29	0.0473149631
30	0.04698382927
31	0.04663762522
32	0.04635275728
33	0.0460605584
34	0.04577387698
35	0.04553962743
36	0.04532617837
37	0.04512352631
38	0.04494120013
39	0.04477513182
40	0.04458184724
41	0.0443918742
42	0.04424640545
43	0.04411685319
44	0.04397785811
45	0.04384397973
46	0.04373929279
47	0.04362585087
48	0.0435299664
49	0.0433986744
50	0.04330037479
51	0.04318211343
52	0.04308099329
53	0.04300972955
54	0.04293660526
55	0.04285232492
56	0.04277389467
57	0.04269735207
58	0.04261486251
59	0.04250937043
60	0.04241688483
61	0.04235312481
62	0.04227920025
63	0.04223887484
64	0.04216943005
65	0.04212107239
66	0.04206425327
67	0.0420095549
68	0.04194259109
69	0.04187379986
70	0.04181490518
71	0.04177301088
72	0.04171891422
73	0.04167720214
74	0.04162045397
75	0.0415596767
76	0.04151267199
77	0.0414489401
78	0.04138766597
79	0.04134533211
80	0.04129686597
81	0.0412560524
82	0.04121820422
83	0.04117931186
84	0.04111904793
85	0.04108511489
86	0.04103816541
87	0.04100840839
88	0.0409743936
89	0.04093373168
90	0.04089140544
91	0.04085215696
92	0.04080629609
93	0.04074607218
94	0.04069665229
95	0.04065181698
96	0.04061310235
97	0.04056790104
98	0.04054214865
99	0.0405021137
100	0.04046911389
101	0.0404344416
102	0.04038932136
103	0.04035250236
104	0.04031676647
105	0.0402830097
106	0.04024571177
107	0.04020931818
108	0.04018469033
109	0.04014259978
110	0.04012268588
111	0.04009670451
112	0.04006197407
113	0.04002733511
114	0.03998899789
115	0.03993225209
116	0.03989642139
117	0.03987663372
118	0.03983944809
119	0.03981006275
120	0.03977953814
121	0.03975421034
122	0.03970618001
123	0.03968493153
124	0.03966626604
125	0.03963506174
126	0.03959985383
127	0.0395521296
128	0.03951516652
129	0.03948688987
130	0.03945929858
131	0.03943010625
132	0.03939431254
133	0.03936115886
134	0.0393179191
135	0.03927545263
136	0.03923819295
137	0.03920379365
138	0.03918128413
139	0.03915611734
140	0.03912986841
141	0.03909506266
142	0.03905451543
143	0.03903996986
144	0.03900506989
145	0.03897829809
146	0.03895513771
147	0.03891287969
148	0.03886961512
149	0.03885130246
150	0.03882604527
151	0.03880097511
152	0.03877953953
153	0.03874357515
154	0.03872452197
155	0.03870314921
156	0.03867524621
157	0.03864107937
158	0.03860489185
159	0.03857706641
160	0.03853315223
161	0.03850061014
162	0.03846863179
163	0.03844407184
164	0.03840822106
165	0.03835923585
166	0.03833302503
167	0.0383039168
168	0.03828431245
169	0.03825615756
170	0.03823103456
171	0.03820434006
172	0.03817648988
173	0.03813981881
174	0.03810681112
175	0.03808217912
176	0.03805379395
177	0.03803004617
178	0.03800339623
179	0.03797657625
180	0.03794588376
181	0.03792762888
182	0.03790924171
183	0.0378910371
184	0.03785803858
185	0.03782447422
186	0.03780318305
187	0.03777547296
188	0.03774122975
189	0.0377107769
190	0.03768238173
191	0.03765033898
192	0.03761418776
193	0.03760056376
194	0.03756553644
195	0.03753409652
196	0.03750289178
197	0.03748116342
198	0.03745739605
199	0.03743700939
200	0.03740873167
201	0.03737445308
202	0.03734425975
203	0.03731621261
204	0.03728745113
205	0.03725001399
206	0.03721469714
207	0.03719180713
208	0.03716328156
209	0.03714615286
210	0.03712244032
211	0.03708967378
212	0.03705692552
213	0.03703010258
214	0.0369939437
215	0.03695987194
216	0.03693868438
217	0.03691513002
218	0.03689371351
219	0.03687023426
220	0.03683220575
221	0.03680496914
222	0.03677028244
223	0.03674153502
224	0.03671482714
225	0.03668934954
226	0.03665647886
227	0.03661904945
228	0.03658012343
229	0.03654275207
230	0.03651224541
231	0.03647732569
232	0.03645299813
233	0.03642894686
234	0.03641161608
235	0.03638207698
236	0.03636923093
237	0.036355111
238	0.03631916796
239	0.03628497186
240	0.03625091163
241	0.03622044781
242	0.03620150153
243	0.03618523663
244	0.03616092263
245	0.03611996986
246	0.03609646978
247	0.03607207641
248	0.03605058959
249	0.03603232974
250	0.03598582959
251	0.03596150252
252	0.03593928485
253	0.03591815719
254	0.03588953358
255	0.0358649539
256	0.03583901469
257	0.03580548481
258	0.03578823892
259	0.03575874931
260	0.03573160222
261	0.03570000849
262	0.03567532504
263	0.0356529436
264	0.03561762363
265	0.03560437109
266	0.03558247316
267	0.03553514869
268	0.03550799301
269	0.03547808691
270	0.03545431771
271	0.03543200879
272	0.03539985971
273	0.03536266586
274	0.03534856261
275	0.03530056945
276	0.03526456383
277	0.03523587481
278	0.03522044251
279	0.03520092982
280	0.03517649624
281	0.0351496062
282	0.0351240048
283	0.03508448749
284	0.03504768468
285	0.03502316715
286	0.03498611781
287	0.03494278212
288	0.0349129605
289	0.03487952069
290	0.03486358189
291	0.0348403834
292	0.03481467992
293	0.03479053757
294	0.03477794842
295	0.03475952293
296	0.03472845161
297	0.03470599165
298	0.03466767702
299	0.03464401352
300	0.03461022138
301	0.03459105031
302	0.03456309667
303	0.03454112005
304	0.0345221167
305	0.03449631557
306	0.03446942329
307	0.03445980469
308	0.03444370767
309	0.03441773618
310	0.03438710389
311	0.03437444834
312	0.03433970448
313	0.03431934837
314	0.03429104125
315	0.03426610223
316	0.03424391094
317	0.0342179499
318	0.0341969916
319	0.03416685179
320	0.03413741743
321	0.03412497097
322	0.03409887357
323	0.03407654249
324	0.03404486956
325	0.03402618276
326	0.03400170284
327	0.0339724024
328	0.03394502728
329	0.03392437473
330	0.03390630413
331	0.03388307213
332	0.03384788883
333	0.03382782493
334	0.03380705423
335	0.03377859667
336	0.03375328924
337	0.03373340486
338	0.03370830737
339	0.03369210298
340	0.03367082563
341	0.03365262926
342	0.03362993473
343	0.03360732254
344	0.03358364177
345	0.03354988225
346	0.03352395363
347	0.03350034082
348	0.03347247486
349	0.0334509036
350	0.03341605134
351	0.0334027483
352	0.03338704628
353	0.03336767165
354	0.03334479276
355	0.03331261726
356	0.03329295085
357	0.03328121572
358	0.03326194174
359	0.0332344415
360	0.03321338389
361	0.03319637748
362	0.03318225293
363	0.03315290761
364	0.03311743007
365	0.03309596578
366	0.03307994271
367	0.03305471401
368	0.03301862932
369	0.03300172102
370	0.03297269589
371	0.0329346404
372	0.03291700409
373	0.03289413011
374	0.03287220074
375	0.03284866741
376	0.03282103784
377	0.03279602633
378	0.03276868284
379	0.03273722816
380	0.03271706182
381	0.03269344443
382	0.03267829605
383	0.03265851778
384	0.03263511404
385	0.03261351169
386	0.03258977138
387	0.03256780906
388	0.03254702448
389	0.03250991734
390	0.03248615995
391	0.03245037775
392	0.03242108259
393	0.03240188229
394	0.03237749768
395	0.03235553791
396	0.03233655419
397	0.0323131902
398	0.03228407252
399	0.03226329447
400	0.03224835916
401	0.03221869002
402	0.032191181
403	0.03217664268
404	0.03213751264
405	0.03212579594
406	0.0320949245
407	0.03207579505
408	0.03205885844
409	0.03203967165
410	0.03200303313
411	0.03197410224
412	0.03196137813
413	0.03195141092
414	0.03193650184
415	0.03191597314
416	0.03189405737
417	0.03186496493
418	0.03184803822
419	0.0318270622
420	0.03180605147
421	0.03178618496
422	0.031749577
423	0.0317275452
424	0.03171168945
425	0.0316838239
426	0.03166040765
427	0.03163493495
428	0.0316079649
429	0.03159648589
430	0.03157141272
431	0.03154434838
432	0.031527384
433	0.03150559718
434	0.03147136263
435	0.0314534042
436	0.03143046267
437	0.03141147064
438	0.03138900429
439	0.0313712904
440	0.03135699147
441	0.03133612147
442	0.03131927881
443	0.03130013222
444	0.03127759115
445	0.03126281991
446	0.0312478273
447	0.03121646761
448	0.03119466598
449	0.03117474264
450	0.03115284951
451	0.0311317313
452	0.03111773501
453	0.03108779927
454	0.03107351161
455	0.03105401969
456	0.03103627997
457	0.0310187116
458	0.03100262111
459	0.0309821363
460	0.03097001487
461	0.0309434632
462	0.03092973341
463	0.03090916575
464	0.03088527894
465	0.03085960917
466	0.0308406305
467	0.03082377638
468	0.03079676402
469	0.03077772172
470	0.03075681688
471	0.03073375033
472	0.03072091995
473	0.03069703638
474	0.03067779938
475	0.03066741302
476	0.03064520886
477	0.03062235165
478	0.03059809371
479	0.03058566711
480	0.03055723901
481	0.03053772941
482	0.03051530215
483	0.030495782
484	0.03047193754
485	0.03043777868
486	0.03041605919
487	0.03040187443
488	0.03037540778
489	0.03035696054
490	0.03033107609
491	0.03031374715
492	0.03028835778
493	0.0302676191
494	0.03025623974
495	0.03023701676
496	0.03022336127
497	0.0302039965
498	0.03016435178
499	0.03014787907
500	0.03012333577
501	0.03009518281
502	0.03008415981
503	0.03006221306
504	0.03003837643
505	0.0300278013
506	0.0300157685
507	0.0299912501
508	0.02997346099
509	0.02995720517
510	0.02993496038
511	0.02991454644
512	0.0299035778
513	0.02988163563
514	0.02986561808
515	0.02984548339
516	0.02983317712
517	0.02981137072
518	0.02979392906
519	0.02976708847
520	0.02974451054
521	0.02972752857
522	0.02972308127
523	0.02971040858
524	0.02969201577
525	0.02968687621
526	0.0296642545
527	0.02963882479
528	0.02961979927
529	0.02960827676
530	0.0295918309
531	0.02957059524
532	0.02955109922
533	0.02952651271
534	0.02951538869
535	0.0294965023
536	0.02947660005
537	0.02945792639
538	0.02944209436
539	0.0294269453
540	0.02941288413
541	0.02938776357
542	0.02937030654
543	0.02935782368
544	0.02933412918
545	0.02931500383
546	0.029295728
547	0.02927810303
548	0.02926289315
549	0.02924517256
550	0.02922714621
551	0.02920680804
552	0.02919141401
553	0.02917646426
554	0.02915825068
555	0.02913821696
556	0.02911925782
557	0.02909665652
558	0.02907912588
559	0.02906933541
560	0.02905410785
561	0.02904149074
562	0.02902398526
563	0.02899532429
564	0.02898248576
565	0.02896243471
566	0.02895406757
567	0.02892796345
568	0.02890870775
569	0.02888744248
570	0.02887701493
571	0.0288638288
572	0.02884256751
573	0.02882768205
574	0.02880774116
575	0.02878592719
576	0.02877166859
577	0.02875097136
578	0.02873490715
579	0.02872287011
580	0.02870353282
581	0.02869032032
582	0.02867785794
583	0.02866394211
584	0.02865099022
585	0.0286327822
